id,time
10995116325406,4.13
10995116325449,4.11
10995116326531,3.84
10995116326928,3.84
10995116327731,3.93
10995116330723,3.50
10995116331295,4.33
10995116336142,4.00
10995116336692,4.48
10995116337119,4.04
10995116337403,4.56
10995116338823,4.03
10995116341643,4.05
10995116344264,3.18
10995116346071,3.50
10995116346339,3.27
10995116347359,5.61
10995116348623,4.45
10995116348632,4.92
10995116349919,3.29
10995116351177,3.40
10995116351644,3.88
10995116351814,3.46
10995116353182,3.81
10995116354072,3.78
10995116361624,4.05
10995116361732,3.62
10995116364806,4.51
10995116366063,3.17
10995116366866,3.72
10995116368123,3.59
10995116369369,3.43
10995116369606,3.94
10995116369745,3.25
10995116370398,3.81
10995116371125,4.23
10995116371586,4.39
10995116371968,5.05
10995116372331,3.18
10995116373907,3.35
10995116374239,4.20
10995116374326,5.04
10995116374360,3.70
10995116375241,3.77
10995116377179,3.57
10995116377279,4.21
13194139534186,3.60
13194139535202,3.38
13194139535641,5.06
13194139538040,3.56
13194139539282,4.23
13194139543412,3.86
13194139544127,3.76
13194139544903,3.38
13194139547489,3.79
13194139552450,3.52
13194139552936,4.00
13194139553512,3.85
13194139553819,3.59
13194139553894,4.67
13194139553920,3.34
13194139556199,3.21
13194139557103,3.32
13194139557246,4.07
13194139560811,3.86
13194139562028,3.67
13194139562540,7.81
13194139565046,5.96
13194139566526,3.56
13194139567442,6.24
13194139567956,4.16
13194139573139,3.34
13194139573741,3.83
13194139574946,3.50
13194139579235,3.73
13194139580755,3.59
13194139581688,3.75
13194139583270,3.91
13194139584406,3.87
13194139585555,4.90
13194139586539,3.55
13194139586646,4.20
13194139587518,4.18
13194139587746,4.54
13194139590523,4.05
13194139593009,3.94
13194139594539,6.02
13194139594858,3.46
13194139595497,3.67
13194139596693,4.32
13194139597089,3.41
13194139600043,3.48
13194139600100,3.42
13194139600517,4.00
13194139600953,4.16
13194139603751,3.89
13194139610363,3.47
13194139610688,4.53
13194139612114,3.58
13194139617246,4.06
13194139620005,3.12
13194139620385,4.23
13194139624578,3.15
13194139624699,3.56
13194139627634,3.58
13194139627717,3.69
13194139630096,3.48
13194139630134,4.64
13194139630457,4.36
13194139630926,4.18
13194139631042,4.25
13194139631705,3.68
13194139631730,3.96
15393162789783,4.46
15393162789997,4.26
15393162790541,3.84
15393162791867,3.64
15393162791891,6.78
15393162793792,3.73
15393162793873,3.58
15393162794246,3.28
15393162795088,3.42
15393162795234,3.48
15393162796382,3.73
15393162798714,4.72
15393162798942,4.16
15393162799111,3.20
15393162799345,3.79
15393162799534,3.40
15393162799848,3.79
15393162801211,3.36
15393162803175,3.76
15393162803275,3.90
15393162803919,3.66
15393162806474,4.69
15393162806880,3.56
15393162808495,4.13
15393162808683,4.15
15393162808822,3.35
15393162808890,3.95
15393162809525,3.81
15393162811016,3.75
15393162817884,3.94
15393162818138,3.70
15393162818341,3.55
15393162820181,4.59
15393162821154,3.56
15393162821218,3.44
15393162823249,3.85
15393162824219,3.43
15393162825339,3.69
15393162830419,3.23
15393162830628,3.87
15393162831596,3.41
15393162832446,3.50
15393162833413,3.65
15393162834011,4.54
15393162834072,3.40
15393162836082,3.75
15393162839603,3.39
15393162840439,3.84
15393162841370,3.64
15393162848494,4.31
15393162849066,4.45
15393162850578,3.43
15393162851368,4.78
15393162856488,3.97
15393162857240,3.77
15393162862317,5.02
15393162864494,3.38
15393162865697,4.46
15393162865764,5.67
15393162866276,3.91
15393162866655,3.81
15393162867161,3.61
15393162868098,3.79
15393162868663,3.31
15393162868837,4.02
15393162871351,3.94
15393162874893,3.56
15393162878507,4.02
15393162879578,3.60
15393162880340,3.21
15393162881196,3.82
15393162881539,3.35
17592186044545,3.65
17592186047706,3.70
17592186048772,4.35
17592186051342,3.84
17592186052230,3.54
17592186053912,3.66
17592186054564,3.69
17592186055278,4.17
17592186056210,3.50
17592186056694,4.35
17592186058380,3.54
17592186058758,3.68
17592186059730,3.27
17592186060556,3.25
17592186061425,3.43
17592186061624,4.60
17592186063523,5.31
17592186064193,3.84
17592186064511,3.55
17592186064512,4.05
17592186066372,3.72
17592186069806,3.28
17592186069943,3.53
17592186073596,3.58
17592186073825,3.62
17592186073864,4.18
17592186074614,3.94
17592186074890,3.77
17592186075013,3.43
17592186075663,3.59
17592186076759,3.69
17592186078612,3.86
17592186081417,3.74
17592186082621,3.61
17592186082996,3.64
17592186083731,3.55
17592186084660,3.44
17592186085028,3.66
17592186086714,3.82
17592186088319,5.33
17592186089790,3.67
17592186091955,3.75
17592186095500,4.85
17592186096234,3.52
17592186097320,4.52
17592186100856,3.86
17592186101282,4.84
17592186106093,3.70
17592186108235,4.28
17592186108482,3.56
17592186108629,5.06
17592186109589,5.94
17592186111869,4.46
17592186111933,3.58
17592186112825,3.84
17592186113011,4.05
17592186114233,3.95
17592186114733,3.27
17592186115102,3.29
17592186115407,3.00
17592186118627,4.30
17592186118664,3.50
17592186119578,3.73
17592186120537,3.54
17592186120717,4.67
17592186120984,3.48
17592186121877,4.58
17592186126134,3.59
17592186127284,3.35
17592186132186,4.22
17592186133872,3.88
17592186133942,3.51
17592186134137,5.42
17592186136184,3.18
17592186138497,4.05
17592186139649,3.93
17592186141859,4.28
17592186144228,3.49
17592186144256,3.95
17592186144366,4.18
19791209300080,3.53
19791209303321,3.56
19791209304904,3.67
19791209310474,3.47
19791209312010,3.89
19791209315527,3.20
19791209320152,3.79
19791209320180,3.71
19791209320435,4.72
19791209323858,3.61
19791209324206,4.57
19791209324847,3.97
19791209325336,3.81
19791209328837,3.69
19791209329796,4.00
19791209330077,3.40
19791209332506,3.61
19791209335370,3.44
19791209336236,3.73
19791209336989,3.87
19791209340881,3.54
19791209342433,4.20
19791209342568,3.70
19791209343204,3.56
19791209343770,3.80
19791209348584,3.84
19791209349242,3.54
19791209352543,5.52
19791209352832,3.45
19791209354390,3.63
19791209357607,3.43
19791209357849,3.39
19791209362686,3.61
19791209364872,3.99
19791209365113,4.47
19791209368218,3.54
19791209369483,3.56
19791209370375,3.83
19791209371722,3.68
19791209371883,4.82
19791209372339,3.87
19791209372741,3.84
19791209373135,3.67
19791209373741,3.74
19791209375775,3.78
19791209378193,3.60
19791209378399,3.68
19791209385476,3.24
19791209385687,4.53
19791209387925,5.18
19791209389097,3.59
19791209389503,3.95
19791209392042,4.50
19791209394575,3.76
19791209396582,3.91
19791209397964,3.33
19791209398686,3.30
21990232556874,3.98
21990232557173,4.56
21990232557808,3.12
21990232563612,3.52
21990232564646,3.83
21990232566811,3.33
21990232567901,4.38
21990232569634,3.66
21990232571788,4.03
21990232578360,5.39
21990232582533,37.77
21990232583740,4.00
21990232588719,3.60
21990232588966,3.64
21990232590220,3.86
21990232594517,3.49
21990232596546,3.95
21990232600738,3.88
21990232600909,3.33
21990232602652,4.48
21990232602748,3.63
21990232605578,3.77
21990232606466,3.58
21990232607151,3.71
21990232607518,5.32
21990232610379,3.66
21990232613909,3.47
21990232616543,3.69
21990232616725,3.86
21990232622747,3.60
21990232622863,3.64
21990232625409,3.99
21990232625944,4.03
21990232626034,3.31
21990232627415,3.54
21990232627705,8.24
21990232628471,3.61
21990232628557,3.70
21990232630056,4.72
21990232630421,3.39
21990232631034,3.41
21990232632179,3.98
21990232632702,3.25
21990232635340,3.50
21990232636154,3.38
21990232637302,3.42
21990232643553,3.53
21990232645336,3.39
21990232649388,3.71
21990232650147,4.33
21990232650707,4.05
21990232654682,3.93
24189255813880,3.43
24189255814483,4.23
24189255819430,3.61
24189255821052,3.46
24189255821129,3.57
24189255823384,3.47
24189255830447,3.42
24189255831038,3.48
24189255832227,3.88
24189255833255,3.84
24189255833474,3.86
24189255833550,3.32
24189255835631,3.98
24189255836036,3.91
24189255842603,3.39
24189255842789,3.38
24189255844618,3.25
24189255845418,3.40
24189255846214,3.81
24189255847052,3.73
24189255848323,3.99
24189255849176,3.44
24189255851207,4.19
24189255851412,3.46
24189255852521,3.67
24189255854462,3.73
24189255862794,3.31
24189255864375,4.08
24189255865127,3.78
24189255867463,3.49
24189255867975,5.21
24189255868367,3.13
24189255871836,3.67
24189255872338,3.49
24189255874711,4.05
24189255875415,4.12
24189255875621,3.18
24189255879748,3.71
24189255880184,3.74
24189255882873,3.41
24189255883946,3.56
24189255887744,4.33
24189255888125,4.17
24189255890536,3.62
24189255892866,4.01
24189255893505,3.83
24189255893984,3.45
24189255896889,3.66
24189255898894,3.70
24189255899234,4.47
24189255900747,4.20
24189255903076,4.69
24189255905408,3.32
24189255906195,4.10
24189255906959,3.65
24189255910387,3.53
26388279068948,3.65
26388279070816,5.43
26388279072662,4.06
26388279075017,4.19
26388279088801,3.61
26388279091340,5.18
26388279093997,4.39
26388279094108,4.02
26388279095819,3.51
26388279096933,3.97
26388279098518,3.54
26388279099005,3.72
26388279100165,4.14
26388279103158,3.75
26388279105536,3.30
26388279105950,3.47
26388279107121,3.99
26388279108405,4.35
26388279109549,3.49
26388279124077,4.36
26388279125666,4.12
26388279127536,3.61
26388279127538,3.69
26388279129687,3.81
26388279132343,4.31
26388279132964,3.30
26388279136276,4.70
26388279140390,4.74
26388279143594,3.49
26388279152408,3.35
26388279152541,3.50
26388279152807,3.77
26388279157756,4.24
26388279159050,4.17
26388279165398,3.34
26388279166053,3.47
28587302328234,8.07
28587302333806,3.96
28587302341901,3.95
28587302363038,5.91
28587302364613,7.02
28587302366557,3.53
28587302367719,3.37
28587302371612,3.96
28587302373105,3.72
28587302375257,3.26
28587302382485,3.58
28587302395433,3.96
