id,time
780929,10.13
780992,12.92
781673,12.14
781721,20.90
783096,22.83
784381,22.64
784641,32.98
785829,16.51
786121,17.18
788035,17.74
791172,20.74
791972,29.31
792273,14.37
792339,18.48
792481,17.00
792546,21.97
793919,19.14
795561,14.56
796097,15.42
797864,9.70
798629,19.51
802290,17.80
802785,21.10
802788,14.39
804179,18.99
805207,14.72
805474,12.48
805705,9.82
806500,23.25
806924,15.90
809780,17.54
810084,13.94
810433,26.46
812362,15.93
812403,19.59
813967,23.54
816166,9.94
817908,21.61
818578,10.20
819154,25.77
820178,20.17
820190,15.97
820442,16.02
820634,20.37
821564,13.05
823622,13.52
824274,13.39
826372,9.09
830822,13.39
830872,20.24
831816,21.07
833926,17.69
834885,19.42
836590,16.95
837577,19.77
837585,20.84
839113,21.89
841236,16.34
841262,15.88
844291,19.82
844793,21.76
846049,12.52
846493,28.01
846948,18.11
851667,19.68
852074,20.95
852382,25.68
854052,23.52
854346,12.92
854374,18.95
855048,18.83
855529,12.01
856402,22.32
860632,19.38
861853,17.29
862020,13.72
864271,19.53
864601,20.94
864792,20.62
865001,13.42
866078,18.06
866087,25.95
866104,21.04
868966,15.99
869352,18.49
870889,19.97
871035,19.19
872545,16.52
873152,16.20
873385,16.65
873463,19.93
873659,20.23
876444,25.62
877457,15.45
878606,16.60
880117,18.74
880501,19.35
881283,13.03
881329,22.49
882263,14.04
884452,17.41
884739,18.95
884850,25.85
887071,17.55
889740,16.73
890054,12.87
890619,13.98
891364,18.70
891623,14.10
891866,15.97
892353,14.45
893671,21.89
900307,28.52
902943,14.82
903155,15.23
903446,16.16
906513,13.29
911034,16.32
911544,17.26
912700,12.44
914014,16.11
914821,19.92
917681,17.54
921877,17.30
922221,16.73
923428,13.43
923801,20.00
923805,18.33
924246,25.21
925514,10.88
926832,21.45
928090,21.46
928156,14.43
928163,13.63
931319,16.17
931324,24.30
932120,22.66
933289,14.55
933391,20.23
933453,20.53
934823,15.01
935121,26.44
935771,115.40
937933,18.40
938358,21.00
938585,19.21
940942,8.37
941233,19.07
943500,17.83
944220,14.43
946475,19.00
946908,16.89
948632,14.26
949793,17.74
949850,19.28
950098,11.95
950547,14.41
954754,15.34
959405,24.88
963823,18.99
964013,18.05
966503,15.38
968111,20.15
971820,31.92
972061,14.80
973185,21.04
974443,14.26
974547,16.77
975412,20.20
975699,15.87
975718,15.54
977048,10.04
977255,19.87
977772,28.22
980571,21.68
983012,23.42
983280,19.29
983572,23.37
984415,18.05
986033,14.35
986518,19.97
986562,19.51
989302,15.30
990805,16.85
990860,14.66
991730,9.63
992327,15.62
993951,21.50
994104,14.07
995944,11.51
996102,14.37
997821,8.00
999543,13.49
2199023256249,17.08
2199023256813,9.77
2199023259698,9.95
2199023259989,11.34
2199023261591,14.62
2199023261743,13.98
2199023262315,16.92
2199023264467,12.77
2199023265714,12.28
2199023266565,7.08
2199023268072,20.03
2199023268510,26.31
2199023269614,13.82
2199023270021,18.54
2199023273949,19.00
2199023275122,24.07
2199023276093,15.50
2199023276308,25.19
2199023280646,17.61
2199023280725,12.90
2199023280760,7.46
2199023281914,22.91
2199023283763,13.58
2199023284040,14.74
2199023284232,12.71
2199023284763,19.70
2199023285857,15.17
2199023286173,27.64
2199023288022,15.31
2199023288353,25.35
2199023288735,14.68
2199023289438,22.24
2199023290469,11.94
2199023290810,32.57
2199023291371,21.55
2199023292138,15.77
2199023292934,21.29
2199023294469,8.39
2199023295343,26.02
2199023295461,37.34
2199023295890,21.30
2199023296520,19.30
2199023296542,12.91
2199023296706,14.01
2199023297701,22.35
2199023297831,16.29
2199023299019,27.34
2199023299225,17.77
2199023299928,18.13
2199023299979,18.33
2199023301385,14.28
2199023301841,22.98
2199023302063,20.11
2199023303788,20.96
2199023305522,20.54
2199023306541,8.05
2199023307895,12.65
2199023308543,19.88
2199023308689,15.33
2199023309373,15.08
2199023310204,22.91
2199023312259,13.01
2199023312849,14.24
2199023316713,18.90
2199023317465,9.27
2199023317780,17.19
2199023318405,10.27
2199023319088,12.59
2199023319193,15.42
2199023322623,27.99
2199023323212,23.65
2199023323430,18.87
2199023325610,19.79
2199023326149,24.49
2199023326402,13.51
2199023326666,12.51
2199023328310,17.39
2199023330072,31.22
2199023330235,19.31
2199023330388,17.47
2199023330454,16.76
2199023332404,15.16
2199023335213,23.62
2199023336688,12.11
2199023338363,13.22
2199023340472,16.11
2199023341531,20.95
2199023345465,19.08
2199023347396,23.94
2199023347484,14.76
2199023350371,20.14
2199023357170,25.69
2199023357819,14.48
2199023360545,24.07
2199023361616,18.02
2199023365267,18.26
2199023365784,18.57
2199023366455,22.42
2199023367593,20.64
2199023368048,16.55
2199023368435,15.99
2199023368596,23.23
2199023370024,18.40
2199023370933,24.40
2199023375258,20.25
2199023375440,14.70
2199023377064,14.27
2199023377125,18.18
2199023377242,16.96
2199023380261,16.43
2199023380635,17.21
2199023381310,18.14
2199023383722,20.55
2199023384894,23.22
2199023387680,23.64
2199023389420,24.55
2199023389985,21.43
2199023391603,29.86
2199023392028,13.66
2199023392384,15.70
2199023393682,18.86
2199023396242,14.86
2199023396294,15.69
2199023397220,14.48
2199023397404,18.85
2199023397671,12.32
2199023398058,12.28
2199023398297,7.16
2199023398638,26.36
2199023398685,15.19
2199023399104,10.52
2199023399217,17.48
2199023399444,13.36
2199023400387,22.23
2199023401339,17.52
2199023401805,8.76
2199023402484,20.00
2199023402800,21.75
2199023403649,16.73
2199023406340,17.52
2199023406777,23.79
2199023407157,20.81
2199023408559,13.74
2199023409937,15.56
2199023410798,19.29
2199023413359,15.15
2199023413815,18.72
2199023418973,12.99
2199023419219,21.53
2199023420298,17.79
2199023420466,17.06
2199023423667,13.91
2199023424317,17.64
2199023424859,17.97
2199023426578,14.63
2199023427135,9.87
2199023428043,13.06
2199023430901,127.97
2199023431976,13.93
2199023432081,10.10
2199023435168,19.29
2199023435766,12.21
2199023437725,17.08
2199023437819,13.41
2199023438439,12.01
2199023439659,16.37
2199023440499,16.07
2199023441422,16.98
2199023443878,12.38
2199023445355,15.36
2199023446448,21.59
2199023446497,12.44
2199023448887,24.26
2199023451703,15.60
2199023452770,32.19
2199023455268,23.52
2199023455453,25.93
2199023456523,14.84
2199023456618,15.24
2199023459671,15.39
2199023460460,14.64
2199023461021,15.64
2199023461675,14.74
2199023461977,19.74
2199023464071,17.57
2199023464210,23.86
2199023464391,14.01
2199023465193,19.37
2199023466226,11.05
2199023466748,17.38
2199023468383,15.06
2199023471106,19.68
2199023471803,16.71
2199023471862,15.09
2199023472343,22.93
2199023473221,13.74
2199023474308,21.19
2199023477185,14.01
2199023477873,19.87
2199023479540,16.80
2199023481284,19.14
2199023482833,27.38
2199023483032,17.16
2199023485089,16.31
2199023488630,19.07
2199023489471,31.93
2199023491339,20.81
2199023491932,29.12
2199023492070,19.09
2199023493493,13.08
2199023493939,30.78
2199023496341,26.60
2199023500913,10.43
2199023502385,15.24
2199023502459,20.21
2199023502944,22.72
2199023503135,15.46
2199023506695,11.74
2199023507081,17.71
2199023508373,13.82
2199023510511,12.85
2199023510917,22.79
2199023511037,16.61
2199023511126,18.17
2199023511782,20.36
2199023512055,8.06
2199023513954,19.38
2199023514364,14.71
2199023518040,23.04
2199023518165,23.31
2199023518343,22.60
2199023520249,26.92
2199023521271,17.11
2199023521303,26.12
2199023522190,21.61
2199023523406,23.27
2199023524256,15.63
2199023524458,16.78
2199023525034,11.98
2199023525747,17.43
2199023525798,22.38
2199023528465,18.99
2199023529597,17.34
2199023529736,12.53
2199023529755,22.84
2199023530284,18.64
2199023530424,35.14
2199023535137,17.60
2199023536067,13.67
2199023538866,23.90
2199023540520,12.25
2199023540907,12.37
2199023541652,26.09
2199023542115,20.32
2199023543308,19.62
2199023543365,15.25
2199023543964,21.21
2199023544839,14.95
2199023545186,15.87
2199023545606,16.61
2199023546856,24.44
2199023547985,12.05
2199023548330,17.69
2199023548400,16.76
2199023549828,22.76
2199023550206,17.71
2199023550486,19.49
2199023550998,12.91
2199023553054,21.14
2199023558600,16.25
2199023558611,20.12
2199023559297,15.14
2199023562773,25.23
2199023563602,19.02
2199023563814,7.78
2199023563828,11.71
2199023565472,19.07
2199023565615,12.81
2199023565713,27.85
2199023567513,10.20
2199023568633,13.69
2199023570965,13.83
2199023571066,17.70
2199023573323,23.64
2199023573328,15.60
2199023576661,17.12
2199023576873,19.52
2199023578473,18.09
2199023580213,16.87
2199023580443,16.41
2199023580493,19.39
2199023582119,11.54
2199023583137,14.51
2199023585959,13.91
2199023586555,16.84
2199023586836,7.47
2199023587695,19.49
2199023588408,17.12
2199023589436,18.32
2199023589486,11.76
2199023589866,17.06
2199023592966,17.04
2199023594853,14.75
2199023595218,15.92
2199023596228,15.01
2199023597119,19.49
2199023599274,17.45
2199023600024,17.53
2199023600313,16.61
2199023603521,18.82
2199023603852,18.10
2199023605036,33.71
2199023606678,17.37
2199023606838,19.57
2199023607397,16.56
2199023613002,21.10
2199023613206,14.66
2199023614169,15.44
2199023615213,18.36
2199023616707,25.41
2199023617108,16.24
2199023617342,15.86
2199023618456,13.41
2199023618605,20.68
2199023622294,14.69
2199023623343,16.85
2199023623593,21.66
2199023623933,17.07
2199023624625,22.12
2199023624977,8.37
2199023625049,30.75
2199023628956,16.44
2199023628970,26.11
2199023631184,15.18
2199023633863,18.05
2199023637224,9.56
2199023637714,16.63
2199023639463,17.47
2199023639670,20.55
2199023640233,17.07
2199023641800,18.37
2199023641905,23.66
2199023642677,18.89
2199023645268,16.79
2199023645619,19.38
2199023646475,16.12
2199023646513,10.82
2199023648122,19.66
2199023648950,14.32
2199023649030,22.68
2199023649844,25.09
2199023650510,29.80
2199023652012,15.22
2199023653361,20.87
2199023654215,13.20
2199023654552,14.75
2199023659410,17.99
2199023659585,16.62
2199023660419,17.01
2199023664182,16.59
2199023665354,17.93
2199023667228,19.15
2199023667614,17.84
2199023671135,11.00
2199023671966,23.51
2199023673402,17.50
2199023673573,22.77
2199023675194,16.62
2199023675554,13.29
2199023676718,18.68
2199023679045,10.49
2199023681313,17.60
2199023681322,22.53
2199023682521,26.04
2199023682585,12.59
2199023682638,16.46
2199023682703,16.83
2199023682711,17.08
2199023683408,22.33
2199023686394,16.87
2199023687995,20.51
2199023688568,20.66
2199023688702,10.58
2199023690238,13.89
2199023691464,10.34
2199023693863,20.53
2199023696479,13.10
2199023696519,11.00
2199023698100,10.48
2199023699147,14.80
2199023699227,17.45
2199023699346,9.54
2199023701636,16.78
2199023702617,12.71
2199023704223,20.85
2199023704247,15.64
2199023706269,20.71
2199023706286,16.72
2199023711545,12.53
2199023713812,9.88
2199023714398,18.51
2199023715232,18.20
2199023715268,25.45
2199023716642,15.64
2199023717263,18.10
2199023718121,16.13
2199023720489,17.49
2199023725151,15.00
2199023726189,18.19
2199023726697,8.72
2199023728090,18.66
2199023732040,21.23
2199023732109,18.11
2199023733625,23.40
2199023736152,17.83
2199023736224,21.14
2199023736770,16.35
2199023737315,20.02
2199023737597,13.45
2199023741589,24.69
2199023742921,18.94
2199023749274,22.57
2199023749947,11.98
2199023749988,12.11
2199023750902,17.02
2199023751744,10.15
2199023752078,14.05
2199023752269,18.23
2199023754931,22.64
2199023756175,6.14
2199023757552,30.76
2199023757891,14.93
2199023758195,19.78
2199023758684,22.37
2199023760440,18.67
2199023762242,19.62
2199023763281,16.19
2199023763817,21.46
2199023765228,20.23
2199023766123,18.98
2199023767587,12.46
2199023768232,13.82
2199023768912,25.34
2199023772195,16.63
2199023772461,17.71
2199023772946,11.62
2199023774634,20.29
2199023774988,22.03
2199023775538,20.60
2199023775572,16.06
2199023778401,23.71
2199023780211,23.11
2199023781299,22.33
2199023781772,13.78
2199023782702,19.99
2199023784874,22.33
2199023789339,16.64
2199023790624,13.18
2199023791685,17.83
2199023792707,95.02
2199023793301,24.05
2199023793551,11.47
2199023794616,12.32
2199023794759,25.20
2199023797868,20.83
2199023799105,18.36
2199023799339,19.39
2199023800708,18.08
2199023803184,20.03
2199023803263,16.32
2199023803322,15.41
2199023803736,17.52
2199023806829,18.28
2199023808398,19.98
2199023811381,17.13
2199023811399,16.66
2199023811932,20.49
2199023812508,30.11
2199023812650,21.35
2199023815106,11.22
2199023816271,21.05
2199023816566,22.49
2199023817860,21.39
2199023817870,16.22
2199023818897,14.83
2199023821241,22.04
2199023825218,11.92
2199023826550,15.15
2199023827839,19.77
2199023830110,26.11
2199023832955,11.84
2199023834536,12.74
2199023835172,15.53
2199023835650,16.73
2199023836256,23.60
2199023837299,21.19
2199023838147,20.51
2199023839469,18.80
2199023839750,32.55
2199023842420,20.52
2199023842599,18.70
2199023844607,26.17
2199023845159,25.44
2199023853324,14.58
2199023853869,13.07
2199023854251,21.58
2199023854460,16.31
2199023855559,15.10
2199023856057,17.04
2199023856264,21.51
2199023857619,19.03
2199023858966,22.73
2199023860130,17.52
2199023860305,70.09
2199023860340,15.91
2199023861618,19.23
2199023865815,12.00
2199023867710,12.05
2199023868084,18.76
2199023871228,22.27
2199023872493,11.59
2199023872736,15.40
2199023873100,18.52
2199023877267,15.39
2199023878491,13.73
2199023881988,18.67
2199023884340,15.57
2199023885608,14.80
2199023886194,14.10
2199023888733,13.55
2199023890223,17.68
2199023894149,19.60
2199023897702,21.03
2199023898004,10.71
2199023900472,10.08
2199023901154,22.35
2199023904762,19.44
2199023907927,15.89
2199023908931,24.41
2199023911125,12.07
2199023911827,22.07
2199023913076,13.52
2199023914742,7.99
2199023921031,13.50
2199023923295,23.71
2199023925462,7.72
2199023926719,23.55
2199023928340,6.97
2199023929590,16.90
2199023933447,17.19
2199023933906,14.28
2199023934331,17.76
2199023935055,11.40
2199023936254,16.87
2199023936561,8.22
2199023937519,14.09
2199023937601,23.11
2199023938030,13.91
2199023938067,23.86
2199023938500,17.03
2199023939699,20.86
2199023940100,13.14
2199023940790,64.86
2199023941041,15.69
2199023941541,19.04
2199023942834,22.03
2199023947180,17.36
2199023947215,12.02
2199023949110,21.12
2199023952406,17.64
2199023954715,6.91
2199023958144,17.16
2199023959477,13.50
2199023959853,12.74
2199023959943,19.04
2199023959948,18.03
2199023960926,18.71
2199023960999,29.24
2199023965206,25.01
2199023968096,15.71
2199023968841,23.70
2199023969916,17.51
2199023970238,17.77
2199023971737,26.63
2199023974213,13.78
2199023975441,15.80
2199023976319,9.25
2199023977818,19.46
2199023979569,11.26
2199023979676,18.39
2199023979961,22.73
2199023980788,40.46
2199023981054,10.84
2199023981134,24.96
2199023981903,21.13
2199023983600,18.89
2199023985483,14.97
2199023985544,17.30
2199023986311,22.32
2199023986897,27.90
2199023988007,21.12
2199023988079,13.62
2199023989019,26.45
2199023990124,22.43
2199023990215,26.39
2199023991268,14.97
2199023993171,23.15
2199023995403,21.04
2199023995745,17.33
2199023998398,19.51
2199023999095,13.75
2199023999356,19.37
2199023999700,17.39
2199023999974,18.05
2199024000242,22.30
2199024000925,13.79
2199024001597,21.33
2199024002278,19.63
2199024002776,24.23
2199024003659,29.84
2199024006083,14.85
2199024006437,113.98
2199024007124,11.86
2199024010986,13.75
2199024014066,11.82
2199024019989,17.82
2199024021576,16.33
2199024022089,25.48
2199024022684,13.64
2199024024564,14.18
2199024024766,22.51
2199024025824,11.15
2199024026513,14.32
2199024027102,17.55
2199024028183,16.63
2199024028959,18.18
2199024029331,23.42
2199024029673,18.98
2199024030410,20.28
2199024033145,21.82
2199024034582,19.73
2199024035490,19.72
2199024035549,16.47
2199024035933,22.01
2199024035969,21.88
2199024036504,12.67
2199024036696,14.51
2199024039457,19.33
2199024041364,16.59
2199024042578,17.95
2199024042715,16.65
2199024043043,24.28
2199024043092,17.53
2199024045292,25.48
2199024045983,20.45
2199024047769,10.06
2199024048355,17.15
2199024048400,11.29
2199024048978,18.69
2199024049508,18.72
2199024050093,13.44
2199024050226,23.42
2199024050353,23.45
2199024051217,22.04
2199024052706,26.61
2199024053603,14.78
2199024054622,21.97
2199024056142,13.33
2199024056295,16.98
2199024056303,22.50
2199024056959,19.20
2199024057230,12.24
2199024057578,14.06
2199024057791,19.63
2199024059961,15.16
2199024060863,22.95
2199024062761,22.71
2199024063910,18.08
2199024068066,14.34
2199024068974,13.40
2199024069006,9.05
2199024069503,21.03
2199024070319,17.38
2199024073083,9.82
2199024075012,16.69
2199024075321,15.34
2199024076605,23.82
2199024076990,7.30
2199024078857,13.05
2199024079250,37.10
2199024079667,18.41
2199024082795,15.26
2199024083050,16.82
2199024083096,19.86
2199024088201,19.91
2199024089078,14.48
2199024090027,22.55
2199024090447,18.32
2199024090941,24.74
2199024093251,24.41
2199024094449,24.08
2199024097128,15.72
2199024099489,15.75
2199024100057,17.27
2199024100181,17.36
2199024100420,15.60
2199024104740,12.78
2199024107014,16.67
2199024107235,18.59
2199024110143,17.64
2199024110810,15.19
2199024111559,21.10
2199024112902,24.71
2199024113828,10.18
2199024114351,17.35
2199024115585,18.56
2199024117988,18.48
2199024118575,23.91
2199024119188,31.17
2199024122473,8.90
2199024124296,17.93
2199024125039,12.27
2199024125567,25.04
2199024126258,13.64
2199024127028,18.26
2199024129600,16.93
2199024130468,20.99
2199024133034,24.23
2199024136313,15.63
2199024136522,13.57
2199024138479,20.30
2199024140504,20.51
2199024143373,25.20
2199024144614,14.87
2199024146363,20.31
2199024147160,15.10
2199024149380,16.42
2199024150105,11.23
2199024150601,19.43
2199024150894,23.14
2199024151681,16.82
2199024152858,15.79
2199024152904,19.39
2199024153110,18.73
2199024154111,18.85
2199024155219,17.97
2199024157463,21.23
2199024160230,16.31
2199024160983,18.55
2199024161270,10.53
2199024164440,19.39
2199024165180,23.07
2199024169570,21.24
2199024170126,20.98
2199024170237,25.13
2199024170241,15.26
2199024170334,17.65
2199024170335,18.45
2199024170729,16.93
2199024173750,17.31
2199024176307,16.42
2199024177167,23.04
2199024177334,18.14
2199024179319,15.65
2199024180020,14.79
2199024180241,18.75
2199024186187,12.59
2199024191461,17.27
2199024192477,19.78
2199024192685,14.97
2199024192889,18.55
2199024194100,18.24
2199024194883,24.41
2199024195956,22.88
2199024196118,14.39
2199024197343,15.97
2199024201750,18.17
2199024202674,16.67
2199024202810,20.42
2199024203613,20.47
2199024204139,24.50
2199024205594,19.33
2199024207501,13.30
2199024207632,11.13
2199024209805,16.83
2199024211607,21.59
2199024211714,19.54
2199024215117,19.31
2199024215572,19.17
2199024215844,24.35
2199024217631,11.53
2199024218170,25.29
2199024218346,19.04
2199024218606,15.22
2199024219571,13.43
2199024219762,19.68
2199024221391,16.67
2199024222124,16.42
2199024223442,11.68
2199024224304,15.74
2199024224370,20.78
2199024225904,20.72
2199024226767,10.68
2199024227367,27.92
2199024230704,11.38
2199024230707,14.01
2199024230937,17.31
2199024232630,15.11
2199024233924,19.17
2199024237091,21.89
2199024238124,20.84
2199024238410,17.84
2199024243972,21.05
2199024244587,16.99
2199024245219,21.08
2199024246354,24.05
2199024247355,22.36
2199024249436,11.97
2199024249610,8.71
2199024251037,12.89
2199024251043,10.67
4398046511885,15.56
4398046513538,21.91
4398046516520,23.96
4398046516574,18.54
4398046517736,18.45
4398046518282,21.30
4398046523302,20.92
4398046523324,18.36
4398046525468,19.41
4398046527640,18.66
4398046530388,19.07
4398046532061,10.03
4398046533713,19.65
4398046533829,15.93
4398046534449,18.54
4398046534728,20.34
